Country Name,Country Code,year,exports,imports,government,carbon_intensity,investment,gdp,consumption
Cuba,CUB,2004,1026274197.2313404,685517296.8624296,1608627455.8018875,-0.03752505483613733,219109625.8134489,2863546270.190346,460620419.6255684
Cuba,CUB,2005,3047264606.8217506,1537794225.4402428,2121172605.56604,-0.032683459859807584,669887350.8676791,5879425016.282906,114880832.79535294
Cuba,CUB,2006,125272406.16526222,1534301287.2083673,1776410639.15094,-0.03972299163359827,1730823101.9522777,7042425452.248344,5704546455.777924
Cuba,CUB,2007,1322769994.2914238,-100168454.45606422,2542940715.14151,-0.015153115780787318,136509585.1409979,4750087836.169113,549014402.8405457
Cuba,CUB,2008,1262639239.332096,659151246.9831047,685224622.64151,-0.028559239478920473,440873888.28633404,2888327112.794281,-648692724.3382874
Cuba,CUB,2009,379548736.9773083,-1433344104.7644596,474539009.43395996,-0.0023436310940196936,-393907239.69631195,1060140434.2377319,323641091.02646637
Cuba,CUB,2010,1731424575.4245758,2912659783.6774826,630953773.5849037,0.007920842926309402,-174593411.06290722,1771430555.173294,2860266300.8392487
Cuba,CUB,2011,779354288.568573,113802181.10306549,-333125943.396225,-0.015776428736234527,276694821.04121494,2126356171.823532,550111491.2846985
Cuba,CUB,2012,66101184.52975464,-235491642.0845623,-180902830.18867874,0.00410615560259775,357354934.92407894,2351781901.3176117,1296131633.3118134
Cuba,CUB,2013,263338589.98144913,665911772.5931892,213994811.320755,-0.007690774527366939,395132456.6160517,2207893137.8107452,2122082504.841835
Cuba,CUB,2014,-437120736.4064503,-176900420.13050842,-277972641.50943375,-0.02965700330835752,-179698481.56182194,864931345.0800934,1982595545.513237
Cuba,CUB,2015,-14926073.926074982,1159430142.1292572,13236792.452827454,0.015507424428074179,1017951057.4837303,3702897390.646988,3325745255.003227
Cuba,CUB,2016,-2948965748.537178,-1341964333.6015015,-59565566.037734985,-0.02569589876727918,490086767.89587784,446854548.8907318,2010806391.2201385
Cuba,CUB,2017,0,-180280682.93554878,608892452.8301888,-0.015403675343703072,268526708.2429495,1585009382.079422,847892640.4131699
Cuba,CUB,2018,-282529256.4578285,-183660945.74059296,370630188.6792412,-0.002640737509565172,518675162.68980503,2004375761.8010406,1153510135.5713348
Cuba,CUB,2019,-538404809.4762383,-352674085.99267006,1138364150.9433937,-0.02445622576488643,-35735493.492406845,-148685055.62374878,-449806262.10458374
Cuba,CUB,2020,-2295416940.202656,-802249039.0631981,-3035637735.8490562,-0.003545913342545892,-338976681.12798214,-9965895636.888733,-4527840735.958679
Cuba,CUB,2021,-809206436.420721,-452955215.8755703,4052664622.641506,-0.008799664247704286,8168112.79826355,1016174423.1661987,-1266353518.398964
Cuba,CUB,2022,-196171257.31411457,-854079735.4071693,461081603.7735863,-0.008093781455138643,-486002711.49674606,1456633915.9010773,956034215.6229782
Cuba,CUB,2023,NA,NA,NA,0.019795252545287162,NA,-1611234398.4689941,NA
Dominica,DMA,1991,NA,NA,NA,-5.281829894286313e-4,NA,4710086.603583157,NA
Dominica,DMA,1992,NA,NA,NA,-6.483517144705991e-4,NA,7187883.127668917,NA
Dominica,DMA,1993,NA,NA,NA,0.0453248204021304,NA,7810742.070420742,NA
Dominica,DMA,1994,NA,NA,NA,0.03353991202616763,NA,127299.63793468475,NA
Dominica,DMA,1995,NA,NA,NA,0.01615807416689699,NA,11193275.306970835,NA
Dominica,DMA,1996,NA,NA,NA,0.009868670109845129,NA,11811587.834082067,NA
Dominica,DMA,1997,NA,NA,NA,-0.007762530847921029,NA,8574539.898028791,NA
Dominica,DMA,1998,NA,NA,NA,-0.07012644894180191,NA,15130471.251664817,NA
Dominica,DMA,1999,NA,NA,NA,0.06149130562887288,NA,1473038.667529881,NA
Dominica,DMA,2000,NA,NA,NA,-0.018603517849016565,NA,9770247.211486697,NA
Dominica,DMA,2001,NA,NA,NA,0.0010196250752895208,NA,-272784.9384314418,NA
Dominica,DMA,2002,NA,NA,NA,-0.008488429563020775,NA,-12075279.941232502,NA
Dominica,DMA,2003,NA,NA,NA,0.008337110936124617,NA,26360117.883759797,NA
Dominica,DMA,2004,NA,NA,NA,0.0047121791442781,NA,13461936.711592436,NA
Dominica,DMA,2005,NA,NA,NA,-0.003065972356199209,NA,2982448.660183966,NA
Dominica,DMA,2006,NA,NA,NA,0.0018391304815713605,NA,21327235.769699514,NA
Dominica,DMA,2007,NA,NA,NA,0.016725650683176746,NA,30433706.29766953,NA
Dominica,DMA,2008,NA,NA,NA,-0.01588419709695693,NA,36280396.811383784,NA
Dominica,DMA,2009,NA,NA,NA,0.00419153199382713,NA,-6383167.559296131,NA
Dominica,DMA,2010,NA,NA,NA,0.0033066396997657455,NA,3628039.6811383963,NA
Dominica,DMA,2011,NA,NA,NA,-0.03253499801984827,NA,-1213892.9760199785,NA
Dominica,DMA,2012,NA,NA,NA,-0.008525060728185055,NA,-5737576.538341701,NA
Dominica,DMA,2013,NA,NA,NA,0.011575347952225118,NA,-5360224.04017818,NA
Dominica,DMA,2014,NA,NA,NA,0.007469539522693497,NA,25228060.389269292,NA
Dominica,DMA,2015,NA,NA,NA,0.013550718828339928,NA,-15185028.239351153,NA
Dominica,DMA,2016,NA,NA,NA,0.005937072234581009,NA,14944068.210403323,NA
Dominica,DMA,2017,NA,NA,NA,-0.006469526442524076,NA,-36780502.53184146,NA
Dominica,DMA,2018,NA,NA,NA,0.006039488158761208,NA,18408436.92848283,NA
Dominica,DMA,2019,NA,NA,NA,0.008959021751770907,NA,29565340.91032946,NA
Dominica,DMA,2020,NA,NA,NA,-0.003672012946327935,NA,-94124443.00577432,NA
Dominica,DMA,2021,NA,NA,NA,0.0047234238805581585,NA,32575068.064356565,NA
Dominica,DMA,2022,NA,NA,NA,-0.007338863028170495,NA,28215055.465093672,NA
Dominica,DMA,2023,NA,NA,NA,9.453028766145677e-4,NA,25141678.492099285,NA
Dominican Republic,DOM,1991,362044678.64381886,160332278.9936943,15824841.437714815,0.015033536612719,-233409559.15768385,188651464.9438591,454159717.0348034
Dominican Republic,DOM,1992,588015161.2936983,1339050530.4039946,303248482.4653578,0.01809426764767602,590275915.9058089,2263259552.9815636,2115196075.8993378
Dominican Republic,DOM,1993,564844340.5698271,546018512.4184036,326163716.2849145,-0.034945133880401935,507131421.4433775,1652098631.76622,766952532.0635719
Dominican Republic,DOM,1994,447511799.10109997,703174973.322258,285424653.552639,0.05570704474495153,582631844.4845982,626304041.556179,3098789.244869232
Dominican Republic,DOM,1995,626518434.8065319,452618385.2025223,-194481117.37331057,0.002729250014123996,234554444.19345903,1404963132.2963104,1158045623.8171043
Dominican Republic,DOM,1996,547774623.5964794,316555955.9098129,200138942.05643177,0.0069216533943039504,624769255.139266,1561204814.9219475,723075678.566803
Dominican Republic,DOM,1997,1003693638.260603,1666253253.208889,336189102.75288725,0.020939243919458228,1058989932.4752426,2459247639.082714,1664036691.0486908
Dominican Republic,DOM,1998,289430354.09415436,1920549816.8767586,224112548.5342164,0.03484470576197812,2180192782.8096943,2023545828.5076866,696652442.9578476
Dominican Republic,DOM,1999,529233404.54594994,133560252.7955246,169746852.10401344,0.012183612601110116,-542524499.914156,1910355480.7224464,1364325827.9936333
Dominican Republic,DOM,2000,816591983.2445374,1009626370.7239265,152372295.75150728,-0.0011783750213212318,1209247698.078022,1588306981.0189095,823168833.1593933
Dominican Republic,DOM,2001,-819273825.4541817,-848830181.045475,332175193.6847229,-0.009177440300250916,-232276229.92152214,877045412.6742554,390920754.0123482
Dominican Republic,DOM,2002,73283174.27285004,29838682.500322342,317781496.58517885,0.026544132360564743,575144185.8387794,1642344847.470848,965817768.2032433
Dominican Republic,DOM,2003,1502708087.2988262,-1369744143.1767979,-326630433.0324006,-0.05149387350506712,-1421016980.6788359,-513772499.70641327,-699869658.8352051
Dominican Republic,DOM,2004,510113053.1521187,719916698.4334602,234494393.92342615,-0.04797662504890382,120808487.60154152,968038014.3758316,709294040.617279
Dominican Republic,DOM,2005,-436916067.8202133,1128748390.7571201,382368040.3011255,-0.006569574357745744,1104339197.4678202,3642403131.434166,3376405194.491104
Dominican Republic,DOM,2006,-160356029.1779518,850172532.9349232,468681409.916152,0.0014123914000245263,2023984399.5145779,3878488290.2575607,2737408279.535511
Dominican Republic,DOM,2007,127360351.95074844,680361124.9114399,464933175.8989897,-0.027281537828047542,1467957741.3483372,3422744286.4922256,1909092439.1068535
Dominican Republic,DOM,2008,-556827910.200325,855404502.2117958,144131805.14674568,-0.013672964417493827,795135543.8779964,1591161632.2398224,1895019787.5849533
Dominican Republic,DOM,2009,-974539130.6938515,-1732608558.625412,257186160.05788898,-0.02082967937195196,-1955168170.7850838,484125991.2563629,2053948469.8187485
Dominican Republic,DOM,2010,1691075049.60046,2754538451.6959057,277087498.66024303,-0.010150862393649984,1976349224.5191689,4307583406.288887,2664452675.1650925
Dominican Republic,DOM,2011,891602174.0597496,19672090.504131317,-156099968.0142622,-0.00789830790429713,-299889953.5792179,1753445514.7978668,1794379722.6595078
Dominican Republic,DOM,2012,727196213.1127186,266535096.6682434,380581382.67747307,0.003095099453956307,-59810003.356739044,1568271032.4185104,821105198.4908829
Dominican Republic,DOM,2013,1251992311.4276943,-388393572.32598495,387997487.63486385,-0.023607187271439012,-321875359.7392082,2890077262.1983643,979182850.3146667
Dominican Republic,DOM,2014,1317970171.2482967,830113161.1521416,283316720.97968674,-0.019489371895962948,1190288985.5011826,4383359251.119041,2389499380.0123215
Dominican Republic,DOM,2015,503317485.51644707,2007477505.761261,472738208.19487095,0.00943958457546662,2628102449.9151726,4610248158.407417,3051926684.4564743
Dominican Republic,DOM,2016,1267038108.2888336,1642262802.9584274,142718889.0383644,-0.007810381319419357,2038470707.2560978,4739008335.645111,3046059614.166046
Dominican Republic,DOM,2017,882360191.2004395,-650468203.0222855,61710590.00583649,-0.02827291790173231,-48737546.117515564,3542207826.2478485,2327892493.384819
Dominican Republic,DOM,2018,1154019542.9728508,1808236968.8464355,212045498.48669624,0.002133316415408426,2471925970.839405,5547341867.222504,3171562610.8996353
Dominican Republic,DOM,2019,310587159.4210167,1337985557.8245735,490970304.39794254,0.01802487532956587,1707543605.8412094,4294008609.4356995,2729519049.3229523
Dominican Republic,DOM,2020,-6222576444.410797,-3533830807.7693787,405947607.5762329,0.0035134074355319678,-2741100035.8114204,-6000326571.2895355,-2083610382.7015
Dominican Republic,DOM,2021,5172413351.860104,5344032725.894428,5309102.530891418,-0.005724664376465016,4409436981.913673,10220980717.275757,3936775449.771431
Dominican Republic,DOM,2022,2666995498.796505,3766534322.8520164,334755581.5358143,-0.014923667778349081,980390497.064682,4542923953.004456,3251856753.3910522
Dominican Republic,DOM,2023,-110467906.51770401,88231094.60593033,206593851.01203918,0.010031470775109519,512886994.3662758,2314606616.4618073,1684902768.630455
Fiji,FJI,1991,NA,NA,NA,-0.03743674554647625,NA,-71302668.08415222,NA
Fiji,FJI,1992,NA,NA,NA,0.02007302514422804,NA,156741576.79902315,NA
Fiji,FJI,1993,NA,NA,NA,0.022191581047068143,NA,58070537.52318001,NA
Fiji,FJI,1994,NA,NA,NA,-0.0018670362183521583,NA,142001602.24064255,NA
Fiji,FJI,1995,NA,NA,NA,-0.012680417590471893,NA,73158631.1790638,NA
Fiji,FJI,1996,NA,NA,NA,1.1528463680926526e-4,NA,143976281.1819539,NA
Fiji,FJI,1997,NA,NA,NA,0.0210179426342339,NA,-69156581.30162048,NA
Fiji,FJI,1998,NA,NA,NA,-0.008450430933165609,NA,39966242.63876343,NA
Fiji,FJI,1999,NA,NA,NA,-0.0058274940680287934,NA,274057614.89870787,NA
Fiji,FJI,2000,NA,NA,NA,0.05703650395163662,NA,-57601881.82157087,NA
Fiji,FJI,2001,NA,NA,NA,0.027164603600937587,NA,66614950.18227816,NA
Fiji,FJI,2002,NA,NA,NA,-0.09273245112669598,NA,108715560.76706266,NA
Fiji,FJI,2003,NA,NA,NA,0.05659874835297879,NA,35060754.78334379,NA
Fiji,FJI,2004,NA,NA,NA,0.10107267701403144,NA,187680331.65363598,NA
Fiji,FJI,2005,NA,NA,NA,-0.06978848163244455,NA,26101747.040699005,NA
Fiji,FJI,2006,NA,NA,NA,0.025583771241303788,NA,69559298.6906023,NA
Fiji,FJI,2007,NA,NA,NA,-0.03187683902148036,NA,-32533103.17283106,NA
Fiji,FJI,2008,NA,NA,NA,-0.11751196474687903,NA,39163007.433867455,NA
Fiji,FJI,2009,NA,NA,NA,-0.05569162773020925,NA,-53100626.61658001,NA
Fiji,FJI,2010,NA,NA,NA,0.15466604975370118,NA,111627795.50859928,NA
Fiji,FJI,2011,NA,NA,NA,-0.12440407571129092,NA,105220243.64499903,NA
Fiji,FJI,2012,NA,NA,NA,-0.01430872552957857,NA,56379994.54280424,NA
Fiji,FJI,2013,NA,NA,NA,0.026179644370917743,NA,191794461.99872494,NA
Fiji,FJI,2014,NA,NA,NA,0.024458129823329733,NA,237758912.31423473,NA
Fiji,FJI,2015,NA,NA,NA,-0.0027279771886868365,NA,201689318.56369305,NA
Fiji,FJI,2016,NA,NA,NA,-0.013369096965453242,NA,114517163.9792347,NA
Fiji,FJI,2017,NA,NA,NA,0.01440206737594324,NA,256800759.50051498,NA
Fiji,FJI,2018,NA,NA,NA,0.005449664751687955,NA,192668510.82859993,NA
Fiji,FJI,2019,NA,NA,NA,0.01605416802409776,NA,-30531620.509015083,NA
Fiji,FJI,2020,NA,NA,NA,0.0793857393656881,NA,-888725776.3845291,NA
Fiji,FJI,2021,NA,NA,NA,0.045611869154319196,NA,-211212629.03258324,NA
Fiji,FJI,2022,NA,NA,NA,-0.059001440154791085,NA,814667902.4114227,NA
Fiji,FJI,2023,NA,NA,NA,-0.01678992156652115,NA,370997518.5600014,NA
Grenada,GRD,1991,NA,NA,NA,-9.743588447718582e-4,NA,7066972.923156083,NA
Grenada,GRD,1992,NA,NA,NA,0.0041623214208521275,NA,-4401432.617851496,NA
Grenada,GRD,1993,NA,NA,NA,0.015382383538008595,NA,-10043147.136675477,NA
Grenada,GRD,1994,NA,NA,NA,0.017594460821279786,NA,8513034.585659444,NA
Grenada,GRD,1995,NA,NA,NA,-0.016430447045253066,NA,10885561.482822657,NA
Grenada,GRD,1996,NA,NA,NA,0.002631824332319302,NA,23170725.11227721,NA
Grenada,GRD,1997,NA,NA,NA,0.03643928104869355,NA,27346556.61545968,NA
Grenada,GRD,1998,NA,NA,NA,-0.03463177249527402,NA,67299151.02609527,NA
Grenada,GRD,1999,NA,NA,NA,-0.006525313393860574,NA,44141736.789850235,NA
Grenada,GRD,2000,NA,NA,NA,-0.03738186240429815,NA,33435006.014816284,NA
Grenada,GRD,2001,NA,NA,NA,0.002930101340944416,NA,-14520752.61017692,NA
Grenada,GRD,2002,NA,NA,NA,0.004262761425806588,NA,24162430.96186769,NA
Grenada,GRD,2003,NA,NA,NA,3.8861359285134733e-4,NA,68813080.83398998,NA
Grenada,GRD,2004,NA,NA,NA,-0.003729771427895434,NA,-5153178.017327309,NA
Grenada,GRD,2005,NA,NA,NA,-0.0042297971725211575,NA,104983517.45861447,NA
Grenada,GRD,2006,NA,NA,NA,0.014936346065011818,NA,-35788113.62023389,NA
Grenada,GRD,2007,NA,NA,NA,0.004413399866537618,NA,52659284.30950689,NA
Grenada,GRD,2008,NA,NA,NA,0.008190145933965304,NA,8647465.316546202,NA
Grenada,GRD,2009,NA,NA,NA,0.016296660356624942,NA,-60926022.10337877,NA
Grenada,GRD,2010,NA,NA,NA,0.015354188623401821,NA,-4397603.461732626,NA
Grenada,GRD,2011,NA,NA,NA,-0.03212533957165373,NA,6546033.555559397,NA
Grenada,GRD,2012,NA,NA,NA,0.0048811158974216284,NA,-9960364.428201318,NA
Grenada,GRD,2013,NA,NA,NA,0.02895625024194612,NA,20043808.87450838,NA
Grenada,GRD,2014,NA,NA,NA,-0.023054883776780888,NA,64065428.683725595,NA
Grenada,GRD,2015,NA,NA,NA,1.6749887110437123e-5,NA,60368469.62135911,NA
Grenada,GRD,2016,NA,NA,NA,0.00582491798760798,NA,37284128.44771528,NA
Grenada,GRD,2017,NA,NA,NA,-0.0047721449519122355,NA,45908846.75350785,NA
Grenada,GRD,2018,NA,NA,NA,-0.002375811356269311,NA,47112295.819432735,NA
Grenada,GRD,2019,NA,NA,NA,0.01631375899817146,NA,7626402.6033780575,NA
Grenada,GRD,2020,NA,NA,NA,-0.007802898355735735,NA,-156129282.22695363,NA
Grenada,GRD,2021,NA,NA,NA,0.00701280878498646,NA,45881495.638373375,NA
Grenada,GRD,2022,NA,NA,NA,-0.00851896407897329,NA,75014991.77596343,NA
Grenada,GRD,2023,NA,NA,NA,0.002260932009817085,NA,39216940.58389735,NA
Guinea-Bissau,GNB,1991,NA,NA,NA,0.05853982827174925,NA,28263326.2442652,NA
Guinea-Bissau,GNB,1992,NA,NA,NA,-0.041479615234599976,NA,6406907.902556419,NA
Guinea-Bissau,GNB,1993,NA,NA,NA,0.017006614562803724,NA,12365914.992433071,NA
Guinea-Bissau,GNB,1994,NA,NA,NA,-0.011623671206733133,NA,19239008.528549194,NA
Guinea-Bissau,GNB,1995,NA,NA,NA,-0.005130309648800846,NA,27300152.981749654,NA
Guinea-Bissau,GNB,1996,NA,NA,NA,-0.036484255776993546,NA,75139948.2626611,NA
Guinea-Bissau,GNB,1997,NA,NA,NA,-0.004420132036682234,NA,46988377.926175594,NA
Guinea-Bissau,GNB,1998,-17371999.80099176,-118069306.8762655,3531482.7278671265,0.08830922605341968,-129634414.30416352,-172806622.64568377,-147419342.84257007
Guinea-Bissau,GNB,1999,44483380.300096855,46412502.1423375,21074921.6264662,-0.04381538006319602,3564791.608707309,100399108.47636843,77673020.94215333
Guinea-Bissau,GNB,2000,24879545.600601405,35245765.04573831,-3213994.2535440177,-0.037859193313319606,49158682.91902436,7674208.943003774,-27920199.745438695
Guinea-Bissau,GNB,2001,14416981.98603642,15451049.820059538,-2827349.5021405965,-0.0031143043258583525,-5098299.154425725,33748432.021045685,42690115.03896189
Guinea-Bissau,GNB,2002,-18053840.673497647,-47561089.02297124,3947672.9027780443,0.005513875137041324,29576999.844817013,26998992.83792579,-36052045.94581616
Guinea-Bissau,GNB,2003,-2982285.205053553,-34373324.08804941,5352253.195774898,0.053599836177889826,22950990.72955084,-2189947.7029629946,-61898144.6473341
Guinea-Bissau,GNB,2004,14793662.963008568,77247323.85115966,-1995379.4960261434,0.005469579918065959,-48052500.3075971,8949860.630125761,121431046.00748277
Guinea-Bissau,GNB,2005,21380370.9276402,-21091163.355160832,13515855.026265055,-0.014192275096079066,-5451373.020700961,50684762.49940503,135680.16375756264
Guinea-Bissau,GNB,2006,-20985641.59330961,34894503.0515956,-824512.2714063823,0.010589274949202365,16649407.705055252,21954542.922457576,61988114.11204529
Guinea-Bissau,GNB,2007,26369671.3930718,23097967.69278404,2334276.037954852,0.008452583840109218,32693464.905019507,21638209.026100874,-16679545.471375346
Guinea-Bissau,GNB,2008,1713574.3481178582,33695854.23866224,-9274761.001092374,-0.03054291829644956,-19529118.65421173,39225263.4351629,99954315.856585145
Guinea-Bissau,GNB,2009,34212021.96848276,-33189929.709408432,18011850.300025687,0.010696393440711327,5518005.836210638,22182434.38748753,-68732068.2886759
Guinea-Bissau,GNB,2010,-15693919.16869682,11919534.447371513,11262122.895274654,-0.012318274531659956,22324674.46880594,52037149.98210347,45814938.526470065
Guinea-Bissau,GNB,2011,79869454.47753978,14153790.644379318,6023256.664315879,-0.01839492924394953,-13924196.06690529,79264365.63844848,21405350.1356802
Guinea-Bissau,GNB,2012,-36649283.62090698,-15469151.119536877,-8944530.55967781,0.008548705329215645,31999377.319492757,-18150375.63752663,-20179370.165304184
Guinea-Bissau,GNB,2013,12249071.22862783,-24511187.53066349,2309440.4332980514,-0.0013692146874790256,-17047399.491746873,33911887.514783144,-4496087.45732224
Guinea-Bissau,GNB,2014,20100595.167858124,42529809.17843747,26031626.830225557,0.004771138293340971,7308620.439374328,10372594.488142252,-4645491.300816655
Guinea-Bissau,GNB,2015,18121502.05458218,41003289.31583488,20038525.86150959,-0.003289574698315423,4795205.016393304,66602799.358006,100517119.50395131
Guinea-Bissau,GNB,2016,2325732.059516847,34415760.15635604,13857980.191724837,-0.0027785790492664275,18133944.298240185,61152375.91256189,44873942.93744171
Guinea-Bissau,GNB,2017,12597505.301730335,29286791.27725923,6496640.396313697,-0.07294720258355417,24064750.660600066,58116163.32395363,43114028.33575189
Guinea-Bissau,GNB,2018,115975728.71435302,40686452.046488464,35654081.72962102,-0.007196476471679619,42796240.307139546,47832626.44441104,73947254.84609747
Guinea-Bissau,GNB,2019,-99482131.69489753,52854163.92420572,15995962.24498251,9.564527125342781e-4,91124719.25411737,73237448.18729877,111420325.78658473
Guinea-Bissau,GNB,2020,-42597262.68136191,-53994195.49374342,22594275.52801904,0.007436700187644141,1123117.1545594335,20825027.721288443,-33588645.26391697
Guinea-Bissau,GNB,2021,55738071.67800665,16364696.491509557,8937576.874536097,-0.009955662057417713,-49087323.70853734,87395090.75140142,121426893.68774962
Guinea-Bissau,GNB,2022,-41687267.15552914,48353238.09847885,-4363919.064402521,-3.310060691306682e-4,10146957.54548484,69130905.45782828,98267676.69945526
Guinea-Bissau,GNB,2023,-8836090.384666264,-21410266.479537725,-7132808.796350986,-0.01757902966401556,23103399.41886604,81632349.56829286,-17518259.593029976
Guyana,GUY,1991,NA,NA,NA,-0.05231059834381668,NA,107991247.00350976,NA
Guyana,GUY,1992,NA,NA,NA,-0.07475362705558397,NA,146674678.993582,NA
Guyana,GUY,1993,NA,NA,NA,-0.037295804229373675,NA,166553664.68983936,NA
Guyana,GUY,1994,NA,NA,NA,0.097494246224961,NA,188044459.0526433,NA
Guyana,GUY,1995,NA,NA,NA,0.018433523943912733,NA,120348454.74563932,NA
Guyana,GUY,1996,NA,NA,NA,-0.026735490813950213,NA,199864397.53067017,NA
Guyana,GUY,1997,NA,NA,NA,0.015429803091385419,NA,167628204.28655767,NA
Guyana,GUY,1998,NA,NA,NA,0.01919457703521399,NA,-48354290.10901213,NA
Guyana,GUY,1999,NA,NA,NA,-0.02181130620832772,NA,83814102.14327908,NA
Guyana,GUY,2000,NA,NA,NA,-0.018015340700761606,NA,-39757971.39251518,NA
Guyana,GUY,2001,NA,NA,NA,-0.018492909072496455,NA,65546925.59925461,NA
Guyana,GUY,2002,NA,NA,NA,-0.013629477105406629,NA,33310732.840830326,NA
Guyana,GUY,2003,NA,NA,NA,0.002119911267990049,NA,-18804444.64247656,NA
Guyana,GUY,2004,NA,NA,NA,0.009487334219313248,NA,46205209.94420004,NA
Guyana,GUY,2005,NA,NA,NA,-0.053497087315415026,NA,-58562417.977742195,NA
Guyana,GUY,2006,NA,NA,NA,-0.07268346727640035,NA,150972837.86614227,NA
Guyana,GUY,2007,NA,NA,NA,0.05319406049849046,NA,222506720.74430943,NA
Guyana,GUY,2008,NA,NA,NA,-0.008802277643947642,NA,58214514.61400366,NA
Guyana,GUY,2009,NA,NA,NA,-0.009861399675700655,NA,121883300.87088537,NA
Guyana,GUY,2010,NA,NA,NA,0.01779091932563226,NA,144710617.63092327,NA
Guyana,GUY,2011,NA,NA,NA,-0.005042557870279407,NA,189219028.43709183,NA
Guyana,GUY,2012,NA,NA,NA,0.017968639137128317,NA,202118890.8444662,NA
Guyana,GUY,2013,NA,NA,NA,-0.023531044131792134,NA,147333330.62037468,NA
Guyana,GUY,2014,NA,NA,NA,0.012786662424913775,NA,70497553.78126717,NA
Guyana,GUY,2015,NA,NA,NA,-0.0010971419465123367,NA,29218965.45284891,NA
Guyana,GUY,2016,NA,NA,NA,0.06833775423230537,NA,162953043.5353279,NA
Guyana,GUY,2017,NA,NA,NA,-0.017394009188852255,NA,165915737.83822632,NA
Guyana,GUY,2018,NA,NA,NA,4.90869995180776e-4,NA,204668750.69532108,NA
Guyana,GUY,2019,NA,NA,NA,0.014682205069714849,NA,257652409.95814228,NA
Guyana,GUY,2020,NA,NA,NA,-0.09320646637892999,NA,2204866241.472562,NA
Guyana,GUY,2021,NA,NA,NA,-0.08333392995423705,NA,1459546855.0977898,NA
Guyana,GUY,2022,NA,NA,NA,-0.14147142634738855,NA,5532556907.704582,NA
Guyana,GUY,2023,NA,NA,NA,-0.05976601956270508,NA,4822957454.03837,NA
Haiti,HTI,1991,-54694647.23405808,-129392499.95047545,57804074.25221431,-0.004299911254145736,NA,209761948.33655548,-295751118.7771988
Haiti,HTI,1992,-122225556.25558281,-77933842.03853321,12706232.22058624,-0.0017050399383199827,NA,-603425049.8880444,-421731472.94339466
Haiti,HTI,1993,83237151.53665137,298813683.96685326,16678303.93163842,-0.010107002529678139,NA,-583905013.4545879,623178610.7937622
Haiti,HTI,1994,-154097034.39204782,-168385551.49207652,12768582.31125462,-0.04001368118439244,NA,-1216185714.529852,-693817119.2851133
Haiti,HTI,1995,106753972.53273743,523731527.2482556,-3922089.185316682,0.06818243693991256,NA,886890481.9002056,1097301428.8058357
Haiti,HTI,1996,112014323.14641923,417329654.2206707,6428432.934166074,0.010458904970260377,NA,407760797.1320858,1075326651.575307
Haiti,HTI,1997,74573048.98445451,122553971.60689998,-488656.02896392345,0.017134583590374994,NA,277374254.8356247,274724246.8489075
Haiti,HTI,1998,138934910.27250934,120131179.66809702,6135263.55794692,3.8771666504749946e-4,NA,229804301.16397095,285959770.11670685
Haiti,HTI,1999,121297262.59459507,440750166.3268423,1245197.447848916,0.0026120287248456164,NA,291687583.38484764,819569170.5737572
Haiti,HTI,2000,-590127837.838371,198225180.19180346,7518486.963919878,0.007000413992511195,NA,96177064.89327812,1552076636.3197136
Haiti,HTI,2001,-4878855.013567507,-78758159.1283226,77676252.47647488,0.003492445943501843,-194274662.76064873,-38217277.27968979,31016194.781908035
Haiti,HTI,2002,-10868937.654483706,-91291268.2185626,105250012.92295015,0.01827680174472726,-135413022.35758066,116878693.97380829,78005243.0845375
Haiti,HTI,2003,272788356.4851111,254364686.62363386,12008317.816239476,-0.007057797207680239,177528719.55188608,390853991.86437607,208158210.7879219
Haiti,HTI,2004,-55162586.34255421,20624899.16398096,-23122546.21794617,-0.010558838948687449,88807598.08891368,-153131984.7295189,-164033759.0309353
Haiti,HTI,2005,12449352.929124177,-161439333.8031144,-115759584.4888022,-0.0014130836966622928,-8523977.293565512,352275140.93948936,295080501.06355286
Haiti,HTI,2006,-130974237.24232936,480648679.5653019,8738185.456701756,-8.350018974291329e-4,565970053.077148,209047178.67435265,151511436.3512802
Haiti,HTI,2007,367127047.01487404,-128032283.54097223,46463523.57439399,0.019476383798493757,-244613446.96372724,566099769.7979813,356996700.41350746
Haiti,HTI,2008,51184033.69759798,381362863.20533323,138508954.07106483,-0.006097449383697717,419420556.4311111,334754308.1852875,56797667.6576004
Haiti,HTI,2009,69723672.53128278,194827333.63491488,3641367.415593505,-0.012226066823680493,-217041425.98305416,761556432.1083698,1153285299.4872494
Haiti,HTI,2010,-151552755.90905988,887316547.9358106,5133907.014496565,0.046076402678402906,1004702593.5194378,-773713146.1319828,-881528579.1489315
Haiti,HTI,2011,894031970.0083321,-143551516.5316043,55922915.53027272,0.015709823833379738,-627180430.6491065,658519025.6333618,434052583.3962288
Haiti,HTI,2012,-18855240.513314962,-326682533.6691241,82642353.4976108,-0.014702241445238268,-418343827.27554774,68205023.69306755,142539750.88578987
Haiti,HTI,2013,88037726.29836893,444874746.4289036,16986905.321202278,0.00702850471346575,199988932.87219787,590047004.5364704,729860177.0820904
Haiti,HTI,2014,94816594.58943462,-90804672.5793786,71464510.34854054,0.011260401560627298,135199428.9621868,411171509.08628845,-2884812.9907131195
Haiti,HTI,2015,2602361.4080734253,257807004.8884282,168044867.11412036,0.01484958278350787,-261666670.08900547,205024469.0132866,609482959.2891521
