"Country Name","Country Code","Series Name","Series Code","change_y1991","change_y1992","change_y1993","change_y1994","change_y1995","change_y1996","change_y1997","change_y1998","change_y1999","change_y2000","change_y2001","change_y2002","change_y2003","change_y2004","change_y2005","change_y2006","change_y2007","change_y2008","change_y2009","change_y2010","change_y2011","change_y2012","change_y2013","change_y2014","change_y2015","change_y2016","change_y2017","change_y2018","change_y2019","change_y2020","change_y2021","change_y2022","change_y2023"
"Bahamas, The","BHS","gdp","NY.GDP.MKTP.KD",-357876985.99590397,-313702293.06827545,24274910.190651894,249101025.46151066,357297077.5225277,359721861.76971626,114311423.08829498,424093150.43759537,672632810.746479,418486265.8409748,275897390.3234329,291654669.4484215,-140075444.49147034,96477083.23152924,374597893.308794,287014489.09259796,169076571.7153759,-275607379.05119324,-483738802.0947647,170816639.3488102,69119353.21697807,340009215.5730839,-334479667.3157253,209610480.53199005,115192477.33335876,-112273030.52615166,323613911.6491661,312516146.96481895,-165528767.15165138,-2577291508.2189617,1456049927.4882793,1176208383.8623943,318935063.12371063
"Belize","BLZ","exports","NE.EXP.GNFS.KD",-6836787.564766824,86924870.46632129,11231865.284974158,26858808.29015547,-21487046.632124364,20998704.66321242,55182642.48704666,23928756.476683974,57136010.36269438,56647668.39378238,30277202.072538972,61042746.11398971,92784974.09326434,45904145.077720165,83994818.6528498,214870466.32124352,-212917098.4455961,42974093.26424885,42485751.29533672,4395077.720207214,32230569.948186398,111830310.88082898,-13673575.129533768,11720207.253885984,-27835492.22797942,-101086787.56476676,-18068652.849740982,97180051.81347144,59089378.23834181,-346722797.927461,294470207.2538861,159687823.8341968,138841091.19170976
"Belize","BLZ","imports","NE.IMP.GNFS.KD",80614540.18227005,-45792874.89643741,8586164.043081999,25281483.015741527,-22419428.334714174,22419428.334714174,52471002.48550129,50085956.917978406,131177506.21375316,133085542.66777134,-6201118.475559235,20511391.88069594,17172328.086164117,-61534175.64208782,50562966.031482935,3816072.908036351,-9063173.156586528,76321458.16072905,-139763670.2568351,23850455.67522776,100171913.83595681,62488193.869096994,83476594.86329734,34821665.28583276,98263877.3819387,-8109154.929577351,-24327464.78873253,477009.1135046482,59626139.18806958,-270464167.3570838,292406586.5782933,123545360.39768028,-32008360.936205387
"Belize","BLZ","consumption","NE.CON.TOTL.KD",40650653.780557096,310022455.9408754,24978112.563956857,42609721.43263221,26937180.21603191,9305571.347356439,28896247.868106842,68567367.82262647,71016202.38772023,85219442.86526442,83260375.21318913,96973848.77771473,55343661.17111993,-2448834.5650937557,-16652075.042637825,-29875781.694144487,50445992.04093242,19100909.60773158,-22039511.08584428,44568789.08470702,18121375.781694174,62200397.95338273,85219442.86526442,45058555.99772596,67098067.08357048,32324616.25923848,2448834.5650937557,47017623.649801254,61220864.127345085,-273289937.4644685,249781125.6395681,169949118.8175099,43394425.98067093
"Belize","BLZ","government","NE.CON.GOVT.KD",7611036.339165553,57843876.17765817,4566621.803499341,8118438.761776596,5074024.226110339,1522207.2678330839,5581426.648721427,12685060.565275908,13192462.987886935,16236877.523553163,15729475.100942135,17759084.791386276,10655450.874831736,-507402.42261105776,-3044414.5356662273,-5581426.648721397,24862718.707940787,-1014804.8452221155,21818304.17227453,14714670.25572002,3551816.9582772255,10655450.874831796,21818304.17227459,3044414.5356662273,24355316.28532976,19788694.481830478,10148048.452220738,14714670.255720079,2029609.6904441118,-101987886.94481832,53277254.37415886,24862718.707940817,11658281.022880256
"Belize","BLZ","carbon_intensity","EN.GHG.CO2.RT.GDP.KD",0.004282557999109593,-0.044523334696729505,-0.010301950419737013,-0.0033547515914272713,0.013774476520427598,-0.02265130224839426,0.06848409374797815,-0.0037598476121293856,-0.007624452511906327,-0.059748992522002914,-0.0032178914525351765,-0.005095539913945887,-0.0035545234291747135,-0.011123065924171963,0.006083346783359242,0.009200665532665991,-0.006175062061486061,-0.0015837064531222106,0.018524381551048782,0.0181555368484293,-0.04380129926816398,0.0038368552979547027,0.01711698030098617,-0.004335937234577689,0.016710501801988215,0.006045721786044192,0.013322334693711288,-0.018337979604489393,0.005008454690522829,-0.00622358298939843,-0.005326166616902994,-0.003013091550055594,0.005400773754249244
"Belize","BLZ","investment","NE.GDI.FTOT.KD",43658536.58536586,11642276.422764242,33956639.56639567,-65002710.027100295,20373983.73983738,-8731707.317073166,-1455284.5528455079,-3880758.8075881004,80040650.40650406,91682926.82926828,-24254742.54742551,-19403794.037940383,-48509485.09485096,-15523035.230352283,21829268.292682946,5821138.211382091,29105691.056910574,75189701.89701897,-106235772.3577236,-56756097.56097558,2910569.1056910753,-9216802.168021679,43658536.58536586,54330623.30623311,16493224.932249308,49479674.79674798,-58211382.11382109,21344173.441734433,20859078.59078592,-41233062.33062333,91682926.82926834,56756097.56097561,35189702.16802168
"Belize","BLZ","gdp","NY.GDP.MKTP.KD",88679076.03136718,107122728.71917272,58222125.24150479,-199390.8398681879,7377461.075122237,11215734.742584467,43417355.38129318,41572990.11251283,104630343.22082043,148695718.83168554,68091971.81497908,77263950.44891453,145854399.363564,79108315.717695,38482432.09455633,79955726.78713489,62110246.618933916,-32201620.63870883,-7327613.36515522,20886190.47619033,-4635837.026934862,70684052.73326492,87383035.5722239,82597655.41538835,61312683.2594614,1196345.039208889,-39778472.55369902,23926900.784179688,92965979.08853245,-315785242.6412091,347039756.7905445,222270938.74303913,29011367.20081854
"Cabo Verde","CPV","exports","NE.EXP.GNFS.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41257863.85668397,-96981374.87221181,31375051.046481907,54710667.012911856,77359747.72657478,2712939.5836503506,-9431187.394406676,85848015.15635979,64181600.17762387,76595742.19103742,115328346.51208377,89694376.22607219,-602531671.8296924,-13250766.515477598,355057037.3132617,-49265678.427555084
"Cabo Verde","CPV","imports","NE.IMP.GNFS.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12569050.311844587,-62902591.30564749,67094729.301300645,43630451.01932526,-80288516.05964136,-57318720.871754885,95196110.96674848,18502566.241338134,130356599.78275049,140812677.29629815,145644964.47152233,44544312.57988024,-349176409.2004415,56513524.464643836,199039397.33955145,-113007819.87910771
"Cabo Verde","CPV","consumption","NE.CON.TOTL.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25729516.930595636,75617308.1275661,-5861355.681694031,40477446.02072191,13678031.592635632,24272748.455869675,29963688.06013441,44675952.37814617,112648838.57429218,129151286.09958696,76341459.16413283,114925760.8444128,-190258999.44915605,168882660.31527662,176639179.07541084,115480761.24517488
"Cabo Verde","CPV","government","NE.CON.GOVT.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10801798.901843965,21179090.64567685,6237735.551143765,19298673.770291388,-20087376.780836344,6174463.565590262,16763285.532798052,12879673.721557975,13560281.623630881,-30371015.973385453,18765918.161219418,58254377.133996785,10046601.878133535,42612167.099220514,-12895200.99341458,11521711.565449238
"Cabo Verde","CPV","carbon_intensity","EN.GHG.CO2.RT.GDP.KD",0.04040502415076319,-0.022004379929728257,-0.01962830614716224,-0.0028603330479859412,-0.020803707730535664,0.010894729367905726,-0.015582433676328167,-0.013423742855272675,-0.009478267656925887,0.1871976910569626,0.03589784462699924,0.019572690462829667,-0.013524533571586561,-0.006688144882742275,0.15724851285008512,0.008093024089333878,-0.013791073199380999,-0.04398633815309144,-0.0047795023696307615,0.018641931718753946,0.05721024122922863,-0.07647496651183555,-0.012833947025133796,0.017209901863016686,3.0495407950525966e-4,0.0025948094952269463,0.005068619368666538,-0.01346048095972513,-0.003686399113495553,0.14369209993672616,-0.02884277458971818,-0.05432667482658893,-0.03996479400197245
"Cabo Verde","CPV","investment","NE.GDI.FTOT.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cabo Verde","CPV","gdp","NY.GDP.MKTP.KD",4402389.774528325,34774071.20586187,30714577.49241054,73549843.09914869,64942712.98241371,59218794.60840708,64612519.58455908,80829448.14975083,81540627.97005773,115437837.56241608,20610457.27567196,49576865.660363436,41501069.560373545,105564064.38133848,78857526.51684451,97374651.32557225,199803294.62709188,106770430.15869069,-24412367.639149427,29367951.085596085,63916566.301785946,18340545.068790436,10814731.544763327,11994069.287275791,16227239.908391476,74906414.59926796,83050755.77577615,70722018.60360336,137465301.59562016,-440240077.2086978,117865227.16237211,284176486.2053485,113768812.6421895
"Comoros","COM","exports","NE.EXP.GNFS.KD",-2215827.5168372244,3314390.408148125,1267480.0147356242,-2291840.164195657,1485262.0945941955,-550596.7068189085,1695810.7942446768,561449.6751199067,853030.1560475081,4901865.238792352,1168524.8410925493,1191612.0037722439,1103570.2103518993,1027985.9793751165,1548654.0405697152,1485672.271479763,-466016.2267149687,-571483.4042608738,10693026.066294067,9888672.76045236,3086342.091272697,-1283918.2992691696,8527785.883217618,6182265.602501109,4247644.921190381,8488781.182311267,12548749.223665953,22884632.269396707,9697893.026230693,-69595498.6437759,39475242.67706397,27493210.780586377,7380462.505742252
"Comoros","COM","imports","NE.IMP.GNFS.KD",-6651847.018546671,9949699.897091925,3804935.994376555,-6880034.45544152,4458711.486919627,-1652874.4014206827,5090772.691500679,1685454.4971767366,2560770.851886779,14715251.066849828,3507875.792691469,3577183.0627242327,3312884.3192819953,3085982.5206252337,4649012.487452954,4459942.903549969,-13387595.645786762,19946119.23286262,25311625.36426145,-6144801.099352807,11722231.953521073,33033448.37302506,7546564.929096907,13596128.774534851,2708080.1637096405,13524766.217008024,30275724.098380804,37678309.16125709,19888823.47326368,-34193784.077539444,25713437.072817266,4481435.166862488,4392951.759543359
"Comoros","COM","consumption","NE.CON.TOTL.KD",-29976449.655703902,44838174.49363136,17146888.195396185,-31004773.450870156,20093117.125782013,-7448653.807279587,22941492.012705445,7595475.724118352,11540076.078636885,66314060.46311617,15808190.548141956,16120523.181410909,14929463.6558249,13906934.280091405,20950706.604019046,20098666.600958467,-4285486.631613493,39441159.31293726,42186544.71816599,15326285.219994664,38883749.93160498,36075519.51475048,26358487.29731393,22705234.527580023,7534144.431560993,34074652.85852003,45423128.0967195,23376134.47161293,41504950.19986224,45122211.01405382,11471443.658603907,5521063.685473919,24216936.95995593
"Comoros","COM","government","NE.CON.GOVT.KD",-2965116.1736263856,4435161.536799431,1696081.9542150572,-3066832.7622948065,1987507.7305778489,-736782.3273746148,2269254.196511954,751305.466470547,1141484.916047074,6559445.481261633,1563664.7330134884,1594559.2546286434,1476745.7797845453,1375602.2682036906,2072336.1416327357,1988056.7184953243,-4047086.6998952627,6818229.609387413,9575093.3479155,522273.76476582885,2675085.525329247,1187266.2633672655,-1546662.801383108,8803596.00090745,1236318.1668561697,5013432.54611446,6374831.2424722165,0,3986252.5426864624,4844128.440394759,1781226.355274573,2233307.8890340477,1000427.6934282631
"Comoros","COM","carbon_intensity","EN.GHG.CO2.RT.GDP.KD",0.02042065086477937,-0.020515077784349273,-0.0037736433015525678,0.0037340697104915055,-7.626772275269589e-4,0.003727679666386513,-0.002810155923157906,0.01831959303900703,9.997946283969161e-4,0.0472494913559805,0.005117904916461941,0.0017149980740491788,0.039862864106546075,0.011685057645222763,-0.011444848657501672,0.032208565883944995,-0.07713270009845688,-0.005191741108736547,0.02793125984225625,0.022290264422320433,-0.024183940211833593,8.908981334237731e-4,0.024393378230979673,-0.026725295943634875,0.01347951067823333,0.023005451818933598,0.04751006776028918,0.01322656857157653,0.031928354186725516,0.01514875467629001,-7.087871102647858e-4,-0.027996983376510465,-0.007657104346417198
"Comoros","COM","investment","NE.GDI.FTOT.KD",-3130602.4657558873,4682692.651619069,1790742.150325194,-3237995.8515753523,2098432.6022664383,-777903.2035626769,2395903.903373748,793236.5018703789,1205192.6231700927,6925535.307367802,1650934.6915449202,1683553.2976238728,1559164.3671915382,1452376.3027157784,2187995.3995660692,2099012.3045642525,-2499781.034168318,11124885.640441671,-3420941.7878355086,3897172.9189970344,8959600.42345348,21483493.006226808,4958708.411550209,391075.96916021407,4084673.3139648587,3382882.951740235,9238971.90055503,27394593.97779998,-14357716.10300085,-22958910.23238504,13168807.93848604,2119524.6217933595,2171220.264322996
"Comoros","COM","gdp","NY.GDP.MKTP.KD",-28545227.78389418,42697353.46900886,16328771.334629893,-29524849.29161817,19134051.10674864,-7093088.350044489,21845035.760476947,7231911.71878624,10990619.910187244,63146297.61553693,15053167.927513361,15351769.135750055,14214989.097375035,13243225.516183615,19951275.466133475,19139289.724437,5937973.149760246,29661053.35151577,25206688.162806034,30335960.708022475,34529872.82636356,27497960.791752934,39989745.104380846,19704971.64021051,10958021.040035963,32076496.673598886,38085361.941088915,37742767.60729802,18909621.652845144,-2137130.7562918663,21815901.188203096,28959078.581274986,34195076.96079469
"Cuba","CUB","exports","NE.EXP.GNFS.KD",-154834203.49821615,-250588204.55972576,-993280857.12145,272840102.1835308,141421032.1606965,838291597.3026977,-208431960.8962469,232420293.9917221,547253839.0181246,677750371.0575142,-197663864.7067213,-201182153.5607252,294576730.4124441,1026274197.2313404,3047264606.8217506,125272406.16526222,1322769994.2914238,1262639239.332096,379548736.9773083,1731424575.4245758,779354288.568573,66101184.52975464,263338589.98144913,-437120736.4064503,-14926073.926074982,-2948965748.537178,0,-282529256.4578285,-538404809.4762383,-2295416940.202656,-809206436.420721,-196171257.31411457,NA
"Cuba","CUB","imports","NE.IMP.GNFS.KD",-3587959086.922323,-2749762665.593995,-180384118.97738457,602685421.6054349,431236125.9497628,1014365938.5000448,-96788191.65102386,70196790.91802979,125633100.92071152,-11718244.390810966,-198196075.8022709,-371040180.56672955,571377089.4788599,685517296.8624296,1537794225.4402428,1534301287.2083673,-100168454.45606422,659151246.9831047,-1433344104.7644596,2912659783.6774826,113802181.10306549,-235491642.0845623,665911772.5931892,-176900420.13050842,1159430142.1292572,-1341964333.6015015,-180280682.93554878,-183660945.74059296,-352674085.99267006,-802249039.0631981,-452955215.8755703,-854079735.4071693,NA
"Cuba","CUB","consumption","NE.CON.TOTL.KD",-5128983655.208969,-6212322802.544624,-2999161897.5926743,1018053947.1853485,270196931.02059937,1464459438.0411835,925727284.1189957,524909540.52173615,2025773149.8581238,990486738.9656754,1559587932.4485092,1209719478.2059555,2967360296.622429,1793659279.8718567,1814220244.1739197,7793118289.24485,2635045672.5125885,-181108302.05950165,739160311.2128067,3701061235.697937,350645308.9244919,1306153775.7437057,2543931716.2471466,1996925034.324936,3730866086.9565277,2202052540.045761,1432386086.9565125,1584916796.3386688,401488878.7185364,-7477511212.814636,1804070114.4164734,1435892540.045761,NA
"Cuba","CUB","government","NE.CON.GOVT.KD",-1794785250.6778297,-804495182.2641506,-155291181.08490562,-276381579.0566025,-85964804.29245377,562284824.1509438,391838839.38679314,18082120.33018875,767633142.0283031,480607637.54717064,533339047.6415081,694702386.6509418,1275616231.2735863,1608627455.8018875,2121172605.56604,1776410639.15094,2542940715.14151,685224622.64151,474539009.43395996,630953773.5849037,-333125943.396225,-180902830.18867874,213994811.320755,-277972641.50943375,13236792.452827454,-59565566.037734985,608892452.8301888,370630188.6792412,1138364150.9433937,-3035637735.8490562,4052664622.641506,461081603.7735863,NA
"Cuba","CUB","carbon_intensity","EN.GHG.CO2.RT.GDP.KD",-0.09348679735720156,-0.06533997903283895,0.04272447584501149,0.013220548337534277,0.02429133096590974,0.0028562439154153907,0.042596834501779535,-0.013918830717366992,-0.021892788533181218,-0.029338360495015037,-0.04445820558162805,-0.034594642871123016,-0.035765752379431026,-0.03752505483613733,-0.032683459859807584,-0.03972299163359827,-0.015153115780787318,-0.028559239478920473,-0.0023436310940196936,0.007920842926309402,-0.015776428736234527,0.00410615560259775,-0.007690774527366939,-0.02965700330835752,0.015507424428074179,-0.02569589876727918,-0.015403675343703072,-0.002640737509565172,-0.02445622576488643,-0.003545913342545892,-0.008799664247704286,-0.008093781455138643,0.019795252545287162
"Cuba","CUB","investment","NE.GDI.FTOT.KD",-1713007453.471528,-2733737072.1800427,-1122719866.7977219,-765175227.4539044,96204747.24783087,778068695.6073749,164383270.06507587,129668790.6724515,181740509.76138878,320802732.25325346,-104245641.68926239,-318760601.95227766,-215944482.1041212,219109625.8134489,669887350.8676791,1730823101.9522777,136509585.1409979,440873888.28633404,-393907239.69631195,-174593411.06290722,276694821.04121494,357354934.92407894,395132456.6160517,-179698481.56182194,1017951057.4837303,490086767.89587784,268526708.2429495,518675162.68980503,-35735493.492406845,-338976681.12798214,8168112.79826355,-486002711.49674606,NA
"Cuba","CUB","gdp","NY.GDP.MKTP.KD",-5640314076.053375,-5455495144.946892,-6197269379.442604,254195808.1280594,877474768.1006088,2868026806.4095306,1098223633.151497,64540185.73617554,2513785780.520767,2551177194.2348785,1455035151.862114,671640772.7692261,1813318172.9941711,2863546270.190346,5879425016.282906,7042425452.248344,4750087836.169113,2888327112.794281,1060140434.2377319,1771430555.173294,2126356171.823532,2351781901.3176117,2207893137.8107452,864931345.0800934,3702897390.646988,446854548.8907318,1585009382.079422,2004375761.8010406,-148685055.62374878,-9965895636.888733,1016174423.1661987,1456633915.9010773,-1611234398.4689941
"Dominica","DMA","exports","NE.EXP.GNFS.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominica","DMA","imports","NE.IMP.GNFS.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominica","DMA","consumption","NE.CON.TOTL.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominica","DMA","government","NE.CON.GOVT.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominica","DMA","carbon_intensity","EN.GHG.CO2.RT.GDP.KD",-5.281829894286313e-4,-6.483517144705991e-4,0.0453248204021304,0.03353991202616763,0.01615807416689699,0.009868670109845129,-0.007762530847921029,-0.07012644894180191,0.06149130562887288,-0.018603517849016565,0.0010196250752895208,-0.008488429563020775,0.008337110936124617,0.0047121791442781,-0.003065972356199209,0.0018391304815713605,0.016725650683176746,-0.01588419709695693,0.00419153199382713,0.0033066396997657455,-0.03253499801984827,-0.008525060728185055,0.011575347952225118,0.007469539522693497,0.013550718828339928,0.005937072234581009,-0.006469526442524076,0.006039488158761208,0.008959021751770907,-0.003672012946327935,0.0047234238805581585,-0.007338863028170495,9.453028766145677e-4
"Dominica","DMA","investment","NE.GDI.FTOT.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominica","DMA","gdp","NY.GDP.MKTP.KD",4710086.603583157,7187883.127668917,7810742.070420742,127299.63793468475,11193275.306970835,11811587.834082067,8574539.898028791,15130471.251664817,1473038.667529881,9770247.211486697,-272784.9384314418,-12075279.941232502,26360117.883759797,13461936.711592436,2982448.660183966,21327235.769699514,30433706.29766953,36280396.811383784,-6383167.559296131,3628039.6811383963,-1213892.9760199785,-5737576.538341701,-5360224.04017818,25228060.389269292,-15185028.239351153,14944068.210403323,-36780502.53184146,18408436.92848283,29565340.91032946,-94124443.00577432,32575068.064356565,28215055.465093672,25141678.492099285
"Dominican Republic","DOM","exports","NE.EXP.GNFS.KD",362044678.64381886,588015161.2936983,564844340.5698271,447511799.10109997,626518434.8065319,547774623.5964794,1003693638.260603,289430354.09415436,529233404.54594994,816591983.2445374,-819273825.4541817,73283174.27285004,1502708087.2988262,510113053.1521187,-436916067.8202133,-160356029.1779518,127360351.95074844,-556827910.200325,-974539130.6938515,1691075049.60046,891602174.0597496,727196213.1127186,1251992311.4276943,1317970171.2482967,503317485.51644707,1267038108.2888336,882360191.2004395,1154019542.9728508,310587159.4210167,-6222576444.410797,5172413351.860104,2666995498.796505,-110467906.51770401
"Dominican Republic","DOM","imports","NE.IMP.GNFS.KD",160332278.9936943,1339050530.4039946,546018512.4184036,703174973.322258,452618385.2025223,316555955.9098129,1666253253.208889,1920549816.8767586,133560252.7955246,1009626370.7239265,-848830181.045475,29838682.500322342,-1369744143.1767979,719916698.4334602,1128748390.7571201,850172532.9349232,680361124.9114399,855404502.2117958,-1732608558.625412,2754538451.6959057,19672090.504131317,266535096.6682434,-388393572.32598495,830113161.1521416,2007477505.761261,1642262802.9584274,-650468203.0222855,1808236968.8464355,1337985557.8245735,-3533830807.7693787,5344032725.894428,3766534322.8520164,88231094.60593033
"Dominican Republic","DOM","consumption","NE.CON.TOTL.KD",639586820.8311157,2398869507.3317833,972368967.3691216,146777849.58909988,1136220559.5063248,878034393.4686584,1952640556.4777107,891706877.6946869,1538319602.215252,970430118.4084854,701278885.0892487,1273988540.4370155,-1014392840.6152916,925040527.7943153,3787006058.360832,3193334958.4995575,2348074709.36174,2056746133.4836578,2314164575.789604,2943370177.7100143,1664313935.1359177,1181104724.532692,1354054080.2080383,2673929214.917595,3524986483.317711,3188778502.4850616,2378641906.64476,3351652234.484825,3242808175.907913,-1545038524.1742783,3828061382.26606,3561805576.714615,1885973441.6020966
"Dominican Republic","DOM","government","NE.CON.GOVT.KD",15824841.437714815,303248482.4653578,326163716.2849145,285424653.552639,-194481117.37331057,200138942.05643177,336189102.75288725,224112548.5342164,169746852.10401344,152372295.75150728,332175193.6847229,317781496.58517885,-326630433.0324006,234494393.92342615,382368040.3011255,468681409.916152,464933175.8989897,144131805.14674568,257186160.05788898,277087498.66024303,-156099968.0142622,380581382.67747307,387997487.63486385,283316720.97968674,472738208.19487095,142718889.0383644,61710590.00583649,212045498.48669624,490970304.39794254,405947607.5762329,5309102.530891418,334755581.5358143,206593851.01203918
"Dominican Republic","DOM","carbon_intensity","EN.GHG.CO2.RT.GDP.KD",0.015033536612719,0.01809426764767602,-0.034945133880401935,0.05570704474495153,0.002729250014123996,0.0069216533943039504,0.020939243919458228,0.03484470576197812,0.012183612601110116,-0.0011783750213212318,-0.009177440300250916,0.026544132360564743,-0.05149387350506712,-0.04797662504890382,-0.006569574357745744,0.0014123914000245263,-0.027281537828047542,-0.013672964417493827,-0.02082967937195196,-0.010150862393649984,-0.00789830790429713,0.003095099453956307,-0.023607187271439012,-0.019489371895962948,0.00943958457546662,-0.007810381319419357,-0.02827291790173231,0.002133316415408426,0.01802487532956587,0.0035134074355319678,-0.005724664376465016,-0.014923667778349081,0.010031470775109519
"Dominican Republic","DOM","investment","NE.GDI.FTOT.KD",-233409559.15768385,590275915.9058089,507131421.4433775,582631844.4845982,234554444.19345903,624769255.139266,1058989932.4752426,2180192782.8096943,-542524499.914156,1209247698.078022,-232276229.92152214,575144185.8387794,-1421016980.6788359,120808487.60154152,1104339197.4678202,2023984399.5145779,1467957741.3483372,795135543.8779964,-1955168170.7850838,1976349224.5191689,-299889953.5792179,-59810003.356739044,-321875359.7392082,1190288985.5011826,2628102449.9151726,2038470707.2560978,-48737546.117515564,2471925970.839405,1707543605.8412094,-2741100035.8114204,4409436981.913673,980390497.064682,512886994.3662758
"Dominican Republic","DOM","gdp","NY.GDP.MKTP.KD",188651464.9438591,2263259552.9815636,1652098631.76622,626304041.556179,1404963132.2963104,1561204814.9219475,2459247639.082714,2023545828.5076866,1910355480.7224464,1588306981.0189095,877045412.6742554,1642344847.470848,-513772499.70641327,968038014.3758316,3642403131.434166,3878488290.2575607,3422744286.4922256,1591161632.2398224,484125991.2563629,4307583406.288887,1753445514.7978668,1568271032.4185104,2890077262.1983643,4383359251.119041,4610248158.407417,4739008335.645111,3542207826.2478485,5547341867.222504,4294008609.4356995,-6000326571.2895355,10220980717.275757,4542923953.004456,2314606616.4618073
"Fiji","FJI","exports","NE.EXP.GNFS.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiji","FJI","imports","NE.IMP.GNFS.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiji","FJI","consumption","NE.CON.TOTL.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiji","FJI","government","NE.CON.GOVT.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiji","FJI","carbon_intensity","EN.GHG.CO2.RT.GDP.KD",-0.03743674554647625,0.02007302514422804,0.022191581047068143,-0.0018670362183521583,-0.012680417590471893,1.1528463680926526e-4,0.0210179426342339,-0.008450430933165609,-0.0058274940680287934,0.05703650395163662,0.027164603600937587,-0.09273245112669598,0.05659874835297879,0.10107267701403144,-0.06978848163244455,0.025583771241303788,-0.03187683902148036,-0.11751196474687903,-0.05569162773020925,0.15466604975370118,-0.12440407571129092,-0.01430872552957857,0.026179644370917743,0.024458129823329733,-0.0027279771886868365,-0.013369096965453242,0.01440206737594324,0.005449664751687955,0.01605416802409776,0.0793857393656881,0.045611869154319196,-0.059001440154791085,-0.01678992156652115
"Fiji","FJI","investment","NE.GDI.FTOT.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiji","FJI","gdp","NY.GDP.MKTP.KD",-71302668.08415222,156741576.79902315,58070537.52318001,142001602.24064255,73158631.1790638,143976281.1819539,-69156581.30162048,39966242.63876343,274057614.89870787,-57601881.82157087,66614950.18227816,108715560.76706266,35060754.78334379,187680331.65363598,26101747.040699005,69559298.6906023,-32533103.17283106,39163007.433867455,-53100626.61658001,111627795.50859928,105220243.64499903,56379994.54280424,191794461.99872494,237758912.31423473,201689318.56369305,114517163.9792347,256800759.50051498,192668510.82859993,-30531620.509015083,-888725776.3845291,-211212629.03258324,814667902.4114227,370997518.5600014
"Grenada","GRD","exports","NE.EXP.GNFS.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grenada","GRD","imports","NE.IMP.GNFS.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grenada","GRD","consumption","NE.CON.TOTL.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
